Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,2,Central New York,47-2211,Sheet Metal Workers,220,58380,60730,37710,68710
10,2,Central New York,47-2221,Structural Iron and Steel Workers,60,72170,64480,48460,84020
10,2,Central New York,47-2231,Solar Photovoltaic Installers,,47090,47460,37600,51830
10,2,Central New York,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",,52560,49470,36630,60520
10,2,Central New York,47-3012,Helpers--Carpenters,50,35280,34160,30470,37680
10,2,Central New York,47-3013,Helpers--Electricians,90,39260,37860,31760,43000
10,2,Central New York,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",,35280,36210,28390,38720
10,2,Central New York,47-3019,"Helpers, Construction Trades, All Other",,39880,38610,31300,44160
10,2,Central New York,47-4011,Construction and Building Inspectors,430,68190,63720,44010,80280
10,2,Central New York,47-4021,Elevator Installers and Repairers,130,94820,101440,66660,108890
10,2,Central New York,47-4041,Hazardous Materials Removal Workers,120,51760,49580,35760,59760
10,2,Central New York,47-4051,Highway Maintenance Workers,1190,47910,48640,38880,52430
10,2,Central New York,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,110,44080,39430,36490,47870
10,2,Central New York,47-4090,Miscellaneous Construction and Related Workers,,42740,39600,33070,47580
10,2,Central New York,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",70,59600,49880,38950,69930
10,2,Central New York,47-5023,"Earth Drillers, Except Oil and Gas",50,65760,61690,41130,78080
10,2,Central New York,47-5081,Helpers--Extraction Workers,,40960,39050,35140,43870
10,2,Central New York,49-0000,"Installation, Maintenance, and Repair Occupations",15010,55860,49530,35230,66180
10,2,Central New York,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1420,76930,68460,49490,90660
10,2,Central New York,49-2011,"Computer, Automated Teller, and Office Machine Repairers",230,49340,49880,34910,56560
10,2,Central New York,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",260,74050,79090,44200,88970
10,2,Central New York,49-2092,"Electric Motor, Power Tool, and Related Repairers",,47710,48480,43970,49590
10,2,Central New York,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",210,67510,81150,42860,79830
10,2,Central New York,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",250,94330,84670,73900,104550
10,2,Central New York,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",,43640,41340,34080,48420
10,2,Central New York,49-2098,Security and Fire Alarm Systems Installers,130,52320,50050,37770,59600
10,2,Central New York,49-3011,Aircraft Mechanics and Service Technicians,60,72670,70790,47830,85080
10,2,Central New York,49-3021,Automotive Body and Related Repairers,340,53140,49530,37380,61020
10,2,Central New York,49-3022,Automotive Glass Installers and Repairers,,42660,39240,34530,46730
10,2,Central New York,49-3023,Automotive Service Technicians and Mechanics,1840,47230,48250,33550,54070
10,2,Central New York,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,930,53850,49640,41760,59890
10,2,Central New York,49-3041,Farm Equipment Mechanics and Service Technicians,80,46040,47700,34480,51820
10,2,Central New York,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",300,57480,61890,45600,63420
10,2,Central New York,49-3051,Motorboat Mechanics and Service Technicians,70,44710,47550,32250,50950
10,2,Central New York,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,130,39750,38230,30900,44180
10,2,Central New York,49-3091,Bicycle Repairers,,36520,37520,29410,40070
10,2,Central New York,49-3092,Recreational Vehicle Service Technicians,80,42100,38650,34010,46140
10,2,Central New York,49-3093,Tire Repairers and Changers,100,32910,30390,29030,34860
10,2,Central New York,49-9011,Mechanical Door Repairers,50,43720,48570,33760,48710
10,2,Central New York,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",220,79510,85060,56560,90980
10,2,Central New York,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",830,59350,61770,41310,68360
10,2,Central New York,49-9031,Home Appliance Repairers,150,35650,31240,28740,39100
10,2,Central New York,49-9041,Industrial Machinery Mechanics,930,64840,62930,45330,74590
10,2,Central New York,49-9043,"Maintenance Workers, Machinery",210,56250,52690,41330,63710
10,2,Central New York,49-9051,Electrical Power-Line Installers and Repairers,320,92570,87590,66790,105470
10,2,Central New York,49-9052,Telecommunications Line Installers and Repairers,400,61920,62460,41280,72240
10,2,Central New York,49-9062,Medical Equipment Repairers,90,55890,50220,37160,65260
10,2,Central New York,49-9069,"Precision Instrument and Equipment Repairers, All Other",,65080,61220,46880,74180
10,2,Central New York,49-9071,"Maintenance and Repair Workers, General",4610,46650,46410,32960,53490
10,2,Central New York,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",70,40790,38770,29060,46650
10,2,Central New York,49-9094,Locksmiths and Safe Repairers,,53050,50110,34960,62090
10,2,Central New York,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",180,36980,33160,28080,41430
10,2,Central New York,49-9099,"Installation, Maintenance, and Repair Workers, All Other",200,57870,60610,36910,68360
10,2,Central New York,51-0000,Production Occupations,18380,48750,40280,31300,57470
10,2,Central New York,51-1011,First-Line Supervisors of Production and Operating Workers,1550,76940,65790,49260,90780
10,2,Central New York,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",,67110,64150,58250,71550
10,2,Central New York,51-2021,"Coil Winders, Tapers, and Finishers",60,46990,49420,37310,51840
10,2,Central New York,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",1330,37080,32590,29840,40690
10,2,Central New York,51-2041,Structural Metal Fabricators and Fitters,120,49900,48810,37450,56120
10,2,Central New York,51-2051,Fiberglass Laminators and Fabricators,,46030,49420,33920,52090
10,2,Central New York,51-2090,Miscellaneous Assemblers and Fabricators,2200,40190,38470,29530,45520
10,2,Central New York,51-3011,Bakers,420,34760,31110,29040,37620
10,2,Central New York,51-3021,Butchers and Meat Cutters,290,37680,35500,29020,42010
10,2,Central New York,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",,38400,38020,30440,42380
10,2,Central New York,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",70,33340,30780,28220,35900
10,2,Central New York,51-3092,Food Batchmakers,190,38460,36170,29510,42930
10,2,Central New York,51-3093,Food Cooking Machine Operators and Tenders,,36250,31340,29170,39790
10,2,Central New York,51-3099,"Food Processing Workers, All Other",,35820,30880,30470,38500
10,2,Central New York,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",120,45740,48430,37320,49950
10,2,Central New York,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",,46060,38770,37460,50350
10,2,Central New York,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",,57400,62190,37250,67480
10,2,Central New York,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",260,39500,37830,30020,44250
10,2,Central New York,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,50510,49650,42290,54630
10,2,Central New York,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",300,53870,50900,34200,63710
10,2,Central New York,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",80,42850,39590,37940,45300
10,2,Central New York,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",,62310,62190,52880,67030
10,2,Central New York,51-4041,Machinists,710,51200,50090,35710,58940
10,2,Central New York,51-4051,Metal-Refining Furnace Operators and Tenders,80,52390,50320,37710,59730
10,2,Central New York,51-4052,"Pourers and Casters, Metal",,42090,50320,30900,47690
10,2,Central New York,51-4062,"Patternmakers, Metal and Plastic",,53630,50740,34200,63340
10,2,Central New York,51-4071,Foundry Mold and Coremakers,,38930,38770,31230,42780
10,2,Central New York,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",510,40560,38990,29960,45860
10,2,Central New York,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",500,46860,48090,34520,53030
10,2,Central New York,51-4111,Tool and Die Makers,170,58320,62820,37980,68490
10,2,Central New York,51-4121,"Welders, Cutters, Solderers, and Brazers",580,53810,50410,38740,61340
10,2,Central New York,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",50,48420,39050,36200,54530
10,2,Central New York,51-4192,"Layout Workers, Metal and Plastic",,60180,50370,47690,66420
10,2,Central New York,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",80,41080,38930,35160,44030
10,2,Central New York,51-5111,Prepress Technician and Workers,70,46820,48190,36390,52040
10,2,Central New York,51-5112,Printing Press Operators,430,45680,48090,32740,52160
10,2,Central New York,51-5113,Print Binding and Finishing Workers,,38340,39370,29440,42790
10,2,Central New York,51-6011,Laundry and Dry-Cleaning Workers,360,31160,29790,27700,32880
10,2,Central New York,51-6021,"Pressers, Textile, Garment, and Related Materials",50,30030,28510,27456,31500
10,2,Central New York,51-6031,Sewing Machine Operators,100,34520,32040,28600,37480
10,2,Central New York,51-6041,Shoe and Leather Workers and Repairers,,46770,37820,30640,54830
10,2,Central New York,51-6052,"Tailors, Dressmakers, and Custom Sewers",,43140,31210,27456,51160
10,2,Central New York,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,32870,30140,30050,34280
10,2,Central New York,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",,32000,30470,30130,32940
10,2,Central New York,51-6093,Upholsterers,,37500,38600,29710,41400
10,2,Central New York,51-7011,Cabinetmakers and Bench Carpenters,170,43810,39460,32840,49300
10,2,Central New York,51-7021,Furniture Finishers,70,37270,38680,29540,41130
10,2,Central New York,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",140,36190,31500,30030,39280
10,2,Central New York,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",130,35910,31350,29570,39070
10,2,Central New York,51-8011,Nuclear Power Reactor Operators,180,121480,129660,100440,131990
10,2,Central New York,51-8012,Power Distributors and Dispatchers,,106300,102380,79340,119780
10,2,Central New York,51-8013,Power Plant Operators,170,95240,102540,65360,110180
10,2,Central New York,51-8021,Stationary Engineers and Boiler Operators,150,71290,65970,56330,78770
10,2,Central New York,51-8031,Water and Wastewater Treatment Plant and System Operators,270,54080,50170,41820,60220
10,2,Central New York,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",,78310,86540,61990,86470
10,2,Central New York,51-8099,"Plant and System Operators, All Other",,55530,61260,37250,64660
10,2,Central New York,51-9011,Chemical Equipment Operators and Tenders,190,53960,50320,42930,59480
10,2,Central New York,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",110,46090,48810,33320,52470
10,2,Central New York,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",60,38540,39290,27540,44050
10,2,Central New York,51-9022,"Grinding and Polishing Workers, Hand",,36360,31100,29390,39850
10,2,Central New York,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",150,47220,39850,33200,54230
10,2,Central New York,51-9031,"Cutters and Trimmers, Hand",,38380,38790,29570,42780
10,2,Central New York,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",140,41270,39290,30860,46480
10,2,Central New York,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",100,49130,50080,32890,57250
10,2,Central New York,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",,46790,49680,35300,52540
10,2,Central New York,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1680,48710,48090,33280,56430
10,2,Central New York,51-9071,Jewelers and Precious Stone and Metal Workers,60,47090,41490,30900,55180
10,2,Central New York,51-9081,Dental Laboratory Technicians,230,52570,49420,36660,60530
10,2,Central New York,51-9082,Medical Appliance Technicians,,34680,31680,29080,37480
10,2,Central New York,51-9083,Ophthalmic Laboratory Technicians,90,36310,34180,29930,39500
10,2,Central New York,51-9111,Packaging and Filling Machine Operators and Tenders,970,47810,39050,31260,56090
10,2,Central New York,51-9123,"Painting, Coating, and Decorating Workers",60,36000,31450,30860,38580
10,2,Central New York,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",140,41190,39260,30820,46380
10,2,Central New York,51-9161,Computer Numerically Controlled Tool Operators,340,45780,39660,32240,52550
10,2,Central New York,51-9162,Computer Numerically Controlled Tool Programmers,80,62430,62820,46060,70610
10,2,Central New York,51-9191,Adhesive Bonding Machine Operators and Tenders,,41660,39290,33350,45820
10,2,Central New York,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,40160,37830,34070,43210
10,2,Central New York,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",100,45280,49420,33810,51020
10,2,Central New York,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",330,52560,49890,41210,58230
10,2,Central New York,51-9198,Helpers--Production Workers,270,36300,37280,29080,39900
10,2,Central New York,51-9199,"Production Workers, All Other",140,33550,30220,27460,36590
10,2,Central New York,53-0000,Transportation and Material Moving Occupations,24710,43090,39340,29960,49660
10,2,Central New York,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",1190,60480,53540,41550,69950
10,2,Central New York,53-2012,Commercial Pilots,,112920,104330,75890,131430
10,2,Central New York,53-3031,Driver/Sales Workers,610,36480,30890,27456,41020
10,2,Central New York,53-3032,Heavy and Tractor-Trailer Truck Drivers,4560,55360,50760,39900,63080
